account_id,customer_id,account_type,branch_code,open_date,balance,status
ACC003362,CUST00336,SALARY,BR606,2019-06-04,640317.39,DORMANT
ACC003371,CUST00337,SALARY,BR393,2025-09-10,910812.39,DORMANT
ACC003381,CUST00338,CURRENT,BR381,2021-08-02,612394.85,BLOCKED
ACC003391,CUST00339,CURRENT,BR125,2021-01-30,150935.58,BLOCKED
ACC003392,CUST00339,CURRENT,BR402,2020-02-29,467818.75,DORMANT
ACC003401,CUST00340,CURRENT,BR709,2023-03-06,350703.15,DORMANT
ACC003402,CUST00340,CURRENT,BR861,2021-09-08,303010.56,DORMANT
ACC003403,CUST00340,CURRENT,BR185,2020-01-07,267244.35,ACTIVE
ACC003411,CUST00341,CURRENT,BR107,2020-02-07,609678.59,BLOCKED
ACC003412,CUST00341,CURRENT,BR363,2022-12-28,464051.51,ACTIVE
ACC003413,CUST00341,SAVINGS,BR621,2025-06-16,370309.56,BLOCKED
ACC003421,CUST00342,SAVINGS,BR807,2025-08-07,58561.25,DORMANT
ACC003431,CUST00343,CURRENT,BR946,2023-12-24,902489.09,ACTIVE
ACC003441,CUST00344,SALARY,BR162,2021-10-19,496159.53,DORMANT
ACC003442,CUST00344,CURRENT,BR386,2021-04-26,108368.69,DORMANT
ACC003443,CUST00344,SALARY,BR140,2023-07-02,278062.05,BLOCKED
ACC003451,CUST00345,SALARY,BR869,2020-02-22,390218.61,ACTIVE
ACC003452,CUST00345,SAVINGS,BR137,2022-02-25,380047.25,ACTIVE
ACC003453,CUST00345,SAVINGS,BR270,2020-04-07,795259.76,ACTIVE
ACC003461,CUST00346,SALARY,BR960,2024-03-10,117190.38,BLOCKED
ACC003471,CUST00347,SALARY,BR687,2023-02-20,381164.99,ACTIVE
ACC003472,CUST00347,CURRENT,BR247,2018-07-08,848222.64,BLOCKED
ACC003481,CUST00348,CURRENT,BR797,2024-06-16,800854.62,DORMANT
ACC003482,CUST00348,CURRENT,BR667,2021-03-26,665704.95,ACTIVE
ACC003491,CUST00349,SAVINGS,BR819,2019-12-21,849939.15,DORMANT
ACC003501,CUST00350,SAVINGS,BR877,2022-07-10,842453.28,ACTIVE
ACC003511,CUST00351,CURRENT,BR381,2026-03-08,809713.98,ACTIVE
ACC003512,CUST00351,CURRENT,BR296,2025-01-01,649768.56,ACTIVE
ACC003513,CUST00351,SAVINGS,BR729,2021-08-17,218778.2,DORMANT
ACC003521,CUST00352,SAVINGS,BR866,2020-07-04,353815.28,DORMANT
ACC003531,CUST00353,CURRENT,BR891,2020-06-12,441177.37,ACTIVE
ACC003532,CUST00353,SALARY,BR663,2023-02-28,592373.65,DORMANT
ACC003533,CUST00353,SAVINGS,BR777,2019-11-29,764829.63,BLOCKED
ACC003541,CUST00354,SALARY,BR260,2022-10-29,178245.59,DORMANT
ACC003542,CUST00354,CURRENT,BR295,2022-10-19,111662.78,ACTIVE
ACC003543,CUST00354,SAVINGS,BR346,2019-04-26,979980.15,DORMANT
ACC003551,CUST00355,SAVINGS,BR258,2019-02-08,100376.37,ACTIVE
ACC003552,CUST00355,SAVINGS,BR795,2019-04-27,766798.76,ACTIVE
ACC003561,CUST00356,CURRENT,BR217,2023-03-04,256597.31,ACTIVE
ACC003571,CUST00357,CURRENT,BR980,2021-07-07,677863.21,DORMANT
ACC003572,CUST00357,SALARY,BR703,2025-12-26,470475.18,BLOCKED
ACC003573,CUST00357,SALARY,BR578,2024-07-03,535401.79,ACTIVE
ACC003581,CUST00358,SAVINGS,BR278,2019-05-20,445085.4,ACTIVE
ACC003582,CUST00358,SALARY,BR574,2023-12-04,919661.61,BLOCKED
ACC003583,CUST00358,SAVINGS,BR282,2020-10-21,701594.97,BLOCKED
ACC003591,CUST00359,CURRENT,BR646,2018-06-08,50819.65,DORMANT
ACC003601,CUST00360,SAVINGS,BR700,2020-03-26,463736.82,ACTIVE
ACC003602,CUST00360,SAVINGS,BR320,2022-10-08,978834.54,ACTIVE
ACC003611,CUST00361,SALARY,BR863,2021-01-09,619928.81,DORMANT
ACC003612,CUST00361,SALARY,BR157,2023-09-07,546894.33,DORMANT
ACC003613,CUST00361,CURRENT,BR709,2023-11-16,732540.56,ACTIVE
ACC003621,CUST00362,SAVINGS,BR940,2019-10-24,676436.95,DORMANT
ACC003622,CUST00362,SAVINGS,BR298,2025-09-20,498008.58,ACTIVE
ACC003631,CUST00363,CURRENT,BR746,2018-10-10,655128.64,BLOCKED
ACC003641,CUST00364,SALARY,BR882,2021-09-29,118776.81,BLOCKED
ACC003651,CUST00365,SALARY,BR307,2021-08-10,547349.71,DORMANT
ACC003661,CUST00366,SAVINGS,BR374,2025-07-17,442003.82,DORMANT
ACC003662,CUST00366,SALARY,BR100,2019-11-23,199243.44,DORMANT
ACC003663,CUST00366,SAVINGS,BR389,2023-11-22,862719.89,ACTIVE
ACC003671,CUST00367,CURRENT,BR309,2023-06-01,671662.82,BLOCKED
ACC003672,CUST00367,SAVINGS,BR155,2025-06-25,240887.11,DORMANT
ACC003673,CUST00367,SALARY,BR163,2025-06-16,999469.67,ACTIVE
ACC003681,CUST00368,CURRENT,BR444,2021-11-02,622625.38,ACTIVE
ACC003682,CUST00368,SAVINGS,BR309,2018-12-01,478909.97,ACTIVE
ACC003691,CUST00369,CURRENT,BR842,2020-04-02,951817.59,BLOCKED
ACC003692,CUST00369,SALARY,BR369,2023-12-06,360924.11,BLOCKED
ACC003693,CUST00369,SAVINGS,BR737,2020-07-01,302587.09,ACTIVE
ACC003701,CUST00370,CURRENT,BR336,2023-11-28,362841.38,ACTIVE
ACC003702,CUST00370,SAVINGS,BR670,2020-12-07,595499.18,ACTIVE
ACC003703,CUST00370,CURRENT,BR318,2025-05-30,518121.4,BLOCKED
ACC003711,CUST00371,CURRENT,BR537,2024-12-21,737643.7,BLOCKED
ACC003712,CUST00371,CURRENT,BR640,2025-09-21,859038.14,ACTIVE
ACC003713,CUST00371,SALARY,BR942,2021-02-16,448397.7,DORMANT
ACC003721,CUST00372,CURRENT,BR450,2019-05-23,580260.97,BLOCKED
ACC003722,CUST00372,SAVINGS,BR588,2026-04-08,997954.22,DORMANT
ACC003723,CUST00372,SAVINGS,BR501,2018-10-28,136159.48,DORMANT
ACC003731,CUST00373,CURRENT,BR303,2018-03-31,198613.19,BLOCKED
ACC003741,CUST00374,SAVINGS,BR624,2023-07-26,406784.64,BLOCKED
ACC003742,CUST00374,CURRENT,BR500,2024-05-17,651636.71,BLOCKED
ACC003751,CUST00375,SALARY,BR530,2021-05-16,550767.93,ACTIVE
ACC003761,CUST00376,SALARY,BR325,2021-08-09,249057.32,DORMANT
ACC003771,CUST00377,SAVINGS,BR785,2021-02-08,492081.24,BLOCKED
ACC003781,CUST00378,SALARY,BR620,2023-09-29,400204.01,BLOCKED
ACC003782,CUST00378,CURRENT,BR906,2019-05-27,205335.9,ACTIVE
ACC003783,CUST00378,CURRENT,BR736,2023-09-25,858695.08,DORMANT
ACC003791,CUST00379,SAVINGS,BR884,2018-10-13,518628.07,BLOCKED
ACC003792,CUST00379,SALARY,BR524,2020-04-15,587564.97,ACTIVE
ACC003793,CUST00379,SAVINGS,BR812,2025-12-19,814712.05,ACTIVE
ACC003801,CUST00380,CURRENT,BR882,2019-10-12,1510.45,DORMANT
ACC003811,CUST00381,SAVINGS,BR374,2019-01-15,728336.15,BLOCKED
ACC003812,CUST00381,CURRENT,BR940,2019-07-26,951339.62,BLOCKED
ACC003821,CUST00382,CURRENT,BR791,2023-04-20,741641.98,DORMANT
ACC003831,CUST00383,SAVINGS,BR888,2022-10-20,780128.24,DORMANT
ACC003832,CUST00383,CURRENT,BR626,2021-09-28,49154.26,DORMANT
ACC003841,CUST00384,CURRENT,BR414,2023-08-22,302123.71,ACTIVE
ACC003851,CUST00385,SALARY,BR293,2024-10-19,112224.16,ACTIVE
ACC003852,CUST00385,SAVINGS,BR672,2023-04-17,457319.87,DORMANT
ACC003853,CUST00385,SAVINGS,BR202,2024-04-14,244272.24,DORMANT
ACC003861,CUST00386,CURRENT,BR808,2022-05-02,204817.19,DORMANT
ACC003862,CUST00386,SALARY,BR530,2023-11-01,633624.55,ACTIVE
ACC003863,CUST00386,CURRENT,BR604,2025-09-30,991894.27,ACTIVE
ACC003871,CUST00387,CURRENT,BR713,2019-05-02,851074.85,ACTIVE
ACC003872,CUST00387,SAVINGS,BR210,2025-03-20,230652.89,BLOCKED
ACC003873,CUST00387,SAVINGS,BR559,2018-09-15,467392.58,DORMANT
ACC003881,CUST00388,CURRENT,BR434,2018-02-24,88936.64,BLOCKED
ACC003891,CUST00389,SALARY,BR110,2019-11-20,940745.0,BLOCKED
ACC003892,CUST00389,CURRENT,BR621,2023-08-07,782446.07,DORMANT
ACC003893,CUST00389,SALARY,BR532,2024-01-06,714487.68,DORMANT
ACC003901,CUST00390,SAVINGS,BR150,2025-11-03,878451.79,BLOCKED
ACC003911,CUST00391,SALARY,BR263,2020-01-29,995383.76,DORMANT
ACC003912,CUST00391,SAVINGS,BR242,2026-03-12,257411.23,ACTIVE
ACC003921,CUST00392,CURRENT,BR995,2018-03-09,162044.91,DORMANT
ACC003922,CUST00392,SAVINGS,BR503,2024-08-02,708109.2,ACTIVE
ACC003931,CUST00393,CURRENT,BR279,2022-04-08,638249.06,ACTIVE
ACC003932,CUST00393,SAVINGS,BR213,2020-03-06,459445.34,BLOCKED
ACC003933,CUST00393,SALARY,BR992,2019-08-21,774950.12,BLOCKED
ACC003941,CUST00394,CURRENT,BR801,2025-03-27,621407.19,DORMANT
ACC003942,CUST00394,SAVINGS,BR990,2019-03-14,354318.38,BLOCKED
ACC003943,CUST00394,SALARY,BR913,2019-06-22,841048.25,ACTIVE
ACC003951,CUST00395,CURRENT,BR354,2021-10-27,208884.24,BLOCKED
ACC003961,CUST00396,SAVINGS,BR873,2022-04-02,718587.95,DORMANT
ACC003962,CUST00396,CURRENT,BR649,2025-03-29,350828.05,BLOCKED
ACC003971,CUST00397,SAVINGS,BR634,2022-06-01,642647.02,DORMANT
ACC003972,CUST00397,CURRENT,BR204,2023-06-29,750591.94,ACTIVE
ACC003973,CUST00397,CURRENT,BR436,2025-07-31,978584.93,BLOCKED
ACC003981,CUST00398,SAVINGS,BR465,2021-08-07,228212.9,ACTIVE
ACC003982,CUST00398,SAVINGS,BR676,2024-10-09,423050.08,DORMANT
ACC003983,CUST00398,CURRENT,BR269,2025-05-30,861245.12,ACTIVE
ACC003991,CUST00399,SAVINGS,BR160,2024-08-04,245799.63,DORMANT
ACC004001,CUST00400,SAVINGS,BR561,2024-05-01,655748.43,BLOCKED
ACC004002,CUST00400,SAVINGS,BR755,2024-10-21,101558.84,ACTIVE
ACC004011,CUST00401,SALARY,BR580,2023-08-31,309467.59,DORMANT
ACC004021,CUST00402,SAVINGS,BR580,2023-04-10,702961.05,ACTIVE
ACC004022,CUST00402,SALARY,BR108,2024-05-20,776807.24,ACTIVE
ACC004031,CUST00403,SALARY,BR533,2022-11-09,1397.2,BLOCKED
ACC004032,CUST00403,SALARY,BR434,2022-07-09,218225.69,DORMANT
ACC004033,CUST00403,CURRENT,BR733,2024-03-20,480114.37,ACTIVE
ACC004041,CUST00404,CURRENT,BR299,2019-03-22,508462.67,BLOCKED
ACC004042,CUST00404,CURRENT,BR593,2018-08-05,697908.43,DORMANT
ACC004051,CUST00405,SAVINGS,BR143,2024-04-16,563375.88,DORMANT
ACC004052,CUST00405,SAVINGS,BR775,2020-06-29,483150.48,ACTIVE
ACC004053,CUST00405,SAVINGS,BR473,2021-09-08,477605.45,DORMANT
ACC004061,CUST00406,SALARY,BR184,2018-09-03,974427.48,ACTIVE
ACC004062,CUST00406,SAVINGS,BR750,2019-07-29,187412.4,BLOCKED
ACC004063,CUST00406,SAVINGS,BR678,2020-07-30,92870.73,BLOCKED
ACC004071,CUST00407,SAVINGS,BR186,2022-08-04,24238.31,DORMANT
ACC004072,CUST00407,SAVINGS,BR698,2025-05-26,278836.62,DORMANT
ACC004081,CUST00408,SALARY,BR406,2020-05-20,698038.12,ACTIVE
ACC004082,CUST00408,SAVINGS,BR451,2024-11-28,863182.44,DORMANT
ACC004083,CUST00408,CURRENT,BR981,2018-06-04,629989.86,BLOCKED
ACC004091,CUST00409,SAVINGS,BR305,2024-07-14,75990.61,ACTIVE
ACC004101,CUST00410,SAVINGS,BR766,2022-08-07,61599.14,BLOCKED
ACC004111,CUST00411,CURRENT,BR427,2025-05-01,209732.2,DORMANT
ACC004112,CUST00411,SALARY,BR993,2021-12-24,213289.66,ACTIVE
ACC004121,CUST00412,SALARY,BR646,2021-10-26,565614.08,ACTIVE
ACC004122,CUST00412,SAVINGS,BR597,2023-06-09,494821.64,DORMANT
ACC004123,CUST00412,SALARY,BR389,2025-11-09,426907.95,ACTIVE
ACC004131,CUST00413,SAVINGS,BR971,2025-10-26,518572.43,BLOCKED
ACC004141,CUST00414,SAVINGS,BR721,2026-01-31,967428.04,BLOCKED
ACC004142,CUST00414,SAVINGS,BR953,2024-06-02,604569.6,ACTIVE
ACC004151,CUST00415,SAVINGS,BR783,2025-01-17,947173.67,BLOCKED
ACC004152,CUST00415,SAVINGS,BR555,2023-06-10,35327.36,BLOCKED
ACC004153,CUST00415,SALARY,BR924,2020-08-14,389741.81,BLOCKED
ACC004161,CUST00416,CURRENT,BR784,2024-05-16,776042.68,DORMANT
ACC004171,CUST00417,CURRENT,BR302,2025-09-06,692673.25,ACTIVE
ACC004172,CUST00417,SALARY,BR220,2023-11-12,361879.65,ACTIVE
ACC004181,CUST00418,CURRENT,BR185,2023-10-03,705162.06,BLOCKED
ACC004191,CUST00419,CURRENT,BR409,2025-05-18,983447.6,ACTIVE
ACC004192,CUST00419,CURRENT,BR287,2025-10-09,619764.35,DORMANT
ACC004201,CUST00420,SALARY,BR356,2019-08-31,975797.77,DORMANT
ACC004202,CUST00420,SALARY,BR832,2025-05-21,48152.46,DORMANT
ACC004203,CUST00420,SALARY,BR419,2024-02-17,854471.25,BLOCKED
ACC004211,CUST00421,SALARY,BR248,2021-12-04,399308.94,BLOCKED
ACC004212,CUST00421,SAVINGS,BR641,2022-03-03,169192.69,DORMANT
ACC004221,CUST00422,SAVINGS,BR392,2021-06-22,673606.06,BLOCKED
ACC004231,CUST00423,CURRENT,BR279,2018-06-28,668939.91,ACTIVE
ACC004241,CUST00424,SAVINGS,BR972,2022-05-13,281436.21,ACTIVE
ACC004242,CUST00424,CURRENT,BR320,2021-03-25,585166.38,DORMANT
ACC004251,CUST00425,SALARY,BR169,2018-08-26,848382.85,ACTIVE
ACC004252,CUST00425,SALARY,BR664,2019-12-06,311509.83,DORMANT
ACC004253,CUST00425,SAVINGS,BR492,2020-10-15,454575.91,DORMANT
ACC004261,CUST00426,SALARY,BR233,2024-12-31,81738.45,ACTIVE
ACC004262,CUST00426,SAVINGS,BR900,2019-06-02,661192.6,ACTIVE
ACC004271,CUST00427,SALARY,BR588,2019-02-12,158182.02,DORMANT
ACC004272,CUST00427,SAVINGS,BR611,2020-11-12,126729.08,BLOCKED
ACC004281,CUST00428,SAVINGS,BR121,2021-03-04,985050.6,ACTIVE
ACC004282,CUST00428,CURRENT,BR961,2025-11-04,637231.97,ACTIVE
ACC004291,CUST00429,SAVINGS,BR680,2020-06-21,280087.32,BLOCKED
ACC004292,CUST00429,SAVINGS,BR443,2023-11-19,66959.44,DORMANT
ACC004301,CUST00430,CURRENT,BR480,2022-11-19,115508.24,ACTIVE
ACC004311,CUST00431,CURRENT,BR246,2024-09-03,696836.87,BLOCKED
ACC004312,CUST00431,SAVINGS,BR687,2020-03-20,84743.05,DORMANT
ACC004313,CUST00431,SALARY,BR111,2023-04-29,128741.67,DORMANT
ACC004321,CUST00432,SALARY,BR818,2025-03-23,463816.7,BLOCKED
ACC004331,CUST00433,CURRENT,BR923,2024-09-28,904351.78,BLOCKED
ACC004332,CUST00433,SAVINGS,BR173,2020-03-06,60561.79,BLOCKED
ACC004333,CUST00433,CURRENT,BR660,2021-10-26,342199.68,DORMANT
ACC004341,CUST00434,SALARY,BR820,2026-02-18,55843.12,ACTIVE
ACC004342,CUST00434,SAVINGS,BR383,2020-03-04,39973.1,BLOCKED
ACC004351,CUST00435,SALARY,BR372,2022-01-30,582142.41,ACTIVE
ACC004352,CUST00435,SALARY,BR590,2022-09-22,612368.24,ACTIVE
ACC004353,CUST00435,SALARY,BR859,2023-12-07,93468.61,DORMANT
ACC004361,CUST00436,SAVINGS,BR472,2020-04-04,250200.04,ACTIVE
ACC004362,CUST00436,CURRENT,BR637,2020-01-09,109734.16,DORMANT
ACC004371,CUST00437,CURRENT,BR929,2025-06-15,645946.13,DORMANT
ACC004372,CUST00437,SALARY,BR793,2023-12-21,156327.28,ACTIVE
ACC004373,CUST00437,SALARY,BR415,2024-07-16,150221.62,ACTIVE
ACC004381,CUST00438,SAVINGS,BR408,2024-08-26,344506.94,DORMANT
ACC004382,CUST00438,SAVINGS,BR222,2023-07-16,888458.47,BLOCKED
ACC004391,CUST00439,SALARY,BR884,2022-04-23,820474.2,DORMANT
ACC004392,CUST00439,SAVINGS,BR628,2018-11-14,330824.87,DORMANT
ACC004393,CUST00439,CURRENT,BR693,2023-04-27,246038.78,DORMANT
ACC004401,CUST00440,SALARY,BR551,2025-07-26,768182.87,BLOCKED
ACC004402,CUST00440,CURRENT,BR722,2018-09-06,824995.05,DORMANT
ACC004403,CUST00440,CURRENT,BR672,2021-11-17,644943.75,ACTIVE
ACC004411,CUST00441,SAVINGS,BR512,2024-11-09,975394.57,BLOCKED
ACC004412,CUST00441,SAVINGS,BR121,2023-02-22,425711.26,DORMANT
ACC004421,CUST00442,CURRENT,BR930,2018-04-28,765485.7,ACTIVE
ACC004431,CUST00443,SALARY,BR711,2024-10-01,959497.92,ACTIVE
ACC004432,CUST00443,CURRENT,BR782,2023-06-03,666306.03,ACTIVE
ACC004441,CUST00444,SALARY,BR652,2024-06-30,366632.97,ACTIVE
ACC004451,CUST00445,SAVINGS,BR829,2018-10-30,542098.41,ACTIVE
ACC004452,CUST00445,SAVINGS,BR912,2019-03-24,68409.81,DORMANT
ACC004453,CUST00445,SALARY,BR743,2018-02-28,962442.55,BLOCKED
ACC004461,CUST00446,CURRENT,BR270,2022-10-17,200316.65,BLOCKED
ACC004462,CUST00446,SALARY,BR114,2023-09-28,913019.43,DORMANT
ACC004471,CUST00447,SAVINGS,BR711,2025-02-09,629530.73,BLOCKED
ACC004481,CUST00448,SALARY,BR251,2022-06-20,586277.94,BLOCKED
ACC004482,CUST00448,SALARY,BR537,2022-06-18,442247.15,ACTIVE
ACC004491,CUST00449,CURRENT,BR940,2021-08-05,838475.33,DORMANT
ACC004492,CUST00449,CURRENT,BR432,2024-05-13,212109.68,ACTIVE
ACC004493,CUST00449,SALARY,BR766,2022-03-23,73966.65,ACTIVE
ACC004501,CUST00450,SALARY,BR388,2024-12-06,344522.78,DORMANT
ACC004502,CUST00450,CURRENT,BR641,2018-06-14,320527.99,BLOCKED
ACC004503,CUST00450,SALARY,BR824,2025-10-07,500944.11,ACTIVE
ACC004511,CUST00451,SALARY,BR712,2019-05-13,914638.22,DORMANT
ACC004512,CUST00451,SALARY,BR571,2024-07-14,657919.01,ACTIVE
ACC004513,CUST00451,SAVINGS,BR891,2024-01-07,33777.13,ACTIVE
ACC004521,CUST00452,SALARY,BR113,2021-01-14,241728.18,BLOCKED
ACC004522,CUST00452,SAVINGS,BR457,2024-10-21,859225.84,BLOCKED
ACC004523,CUST00452,CURRENT,BR918,2019-11-18,694446.11,DORMANT
ACC004531,CUST00453,SAVINGS,BR769,2025-02-10,680222.42,BLOCKED
ACC004532,CUST00453,SALARY,BR434,2022-12-16,458217.11,BLOCKED
ACC004541,CUST00454,SALARY,BR973,2019-01-04,465462.84,BLOCKED
ACC004542,CUST00454,CURRENT,BR328,2024-06-13,556196.37,BLOCKED
ACC004543,CUST00454,SAVINGS,BR299,2020-02-15,973982.31,DORMANT
ACC004551,CUST00455,SALARY,BR868,2025-08-07,165175.88,BLOCKED
ACC004552,CUST00455,CURRENT,BR149,2020-09-21,985382.26,DORMANT
ACC004561,CUST00456,SAVINGS,BR802,2025-01-25,304899.44,DORMANT
ACC004571,CUST00457,SALARY,BR547,2020-07-10,180891.23,ACTIVE
ACC004572,CUST00457,SALARY,BR916,2022-01-25,509576.55,DORMANT
ACC004573,CUST00457,SALARY,BR319,2023-12-03,924332.95,BLOCKED
ACC004581,CUST00458,CURRENT,BR678,2019-07-17,476793.86,DORMANT
ACC004582,CUST00458,SALARY,BR318,2025-06-05,127367.7,BLOCKED
ACC004591,CUST00459,SAVINGS,BR424,2022-10-29,629268.52,DORMANT
ACC004592,CUST00459,SALARY,BR626,2022-10-27,847938.6,BLOCKED
ACC004593,CUST00459,SALARY,BR637,2023-01-13,918385.35,BLOCKED
ACC004601,CUST00460,SAVINGS,BR783,2021-03-22,401139.92,DORMANT
ACC004611,CUST00461,CURRENT,BR232,2025-07-30,409689.8,ACTIVE
ACC004612,CUST00461,SAVINGS,BR915,2018-06-28,906437.35,BLOCKED
ACC004621,CUST00462,SALARY,BR531,2026-02-26,947588.86,ACTIVE
ACC004622,CUST00462,SALARY,BR248,2023-06-01,84840.98,BLOCKED
ACC004623,CUST00462,CURRENT,BR145,2024-11-13,175977.93,ACTIVE
ACC004631,CUST00463,SALARY,BR386,2023-02-01,819552.41,DORMANT
ACC004641,CUST00464,SAVINGS,BR541,2018-11-27,805165.65,BLOCKED
ACC004651,CUST00465,SALARY,BR803,2020-08-27,421441.92,BLOCKED
ACC004652,CUST00465,CURRENT,BR991,2020-07-02,34498.96,DORMANT
ACC004653,CUST00465,SALARY,BR551,2022-06-09,140170.27,ACTIVE
ACC004661,CUST00466,CURRENT,BR362,2020-11-11,457453.03,BLOCKED
ACC004662,CUST00466,CURRENT,BR891,2020-03-02,424761.22,ACTIVE
ACC004663,CUST00466,SALARY,BR743,2020-03-23,871649.12,ACTIVE
ACC004671,CUST00467,SALARY,BR425,2025-11-29,215646.92,ACTIVE
ACC004681,CUST00468,CURRENT,BR413,2021-02-05,947513.84,BLOCKED
ACC004682,CUST00468,SALARY,BR620,2022-11-21,203719.09,DORMANT
ACC004691,CUST00469,SALARY,BR564,2021-12-21,460921.4,DORMANT
ACC004692,CUST00469,SALARY,BR762,2018-03-25,278966.13,DORMANT
ACC004693,CUST00469,CURRENT,BR260,2023-08-15,420344.64,DORMANT
ACC004701,CUST00470,CURRENT,BR923,2023-11-24,223854.2,ACTIVE
ACC004702,CUST00470,SAVINGS,BR635,2019-07-17,613013.16,BLOCKED
ACC004703,CUST00470,CURRENT,BR608,2021-05-24,567675.56,ACTIVE
ACC004711,CUST00471,SAVINGS,BR337,2019-04-19,547696.32,ACTIVE
ACC004712,CUST00471,SALARY,BR882,2019-07-23,892371.33,DORMANT
ACC004721,CUST00472,SALARY,BR424,2023-11-30,896027.92,DORMANT
ACC004722,CUST00472,SALARY,BR828,2020-03-31,676826.46,BLOCKED
ACC004731,CUST00473,CURRENT,BR261,2019-02-12,200526.92,ACTIVE
ACC004732,CUST00473,CURRENT,BR481,2021-11-15,739813.38,DORMANT
ACC004741,CUST00474,SAVINGS,BR381,2024-02-09,403405.37,DORMANT
ACC004742,CUST00474,SALARY,BR220,2025-05-31,696082.3,ACTIVE
ACC004751,CUST00475,SALARY,BR208,2024-08-15,440936.09,BLOCKED
ACC004761,CUST00476,SALARY,BR582,2021-03-09,505911.45,BLOCKED
ACC004762,CUST00476,SAVINGS,BR524,2026-03-23,614714.25,BLOCKED
ACC004763,CUST00476,SAVINGS,BR731,2021-03-13,591558.76,ACTIVE
ACC004771,CUST00477,SALARY,BR285,2025-06-24,382685.14,DORMANT
ACC004772,CUST00477,SAVINGS,BR827,2025-03-03,72729.58,BLOCKED
ACC004781,CUST00478,CURRENT,BR744,2022-11-17,820122.63,DORMANT
ACC004782,CUST00478,CURRENT,BR274,2023-01-08,282907.96,DORMANT
ACC004791,CUST00479,SAVINGS,BR557,2019-01-18,269754.05,DORMANT
ACC004801,CUST00480,SAVINGS,BR335,2023-05-19,461429.76,BLOCKED
ACC004811,CUST00481,SALARY,BR708,2022-11-09,616630.33,DORMANT
ACC004821,CUST00482,CURRENT,BR781,2022-04-13,522610.95,BLOCKED
ACC004822,CUST00482,SAVINGS,BR892,2025-08-27,714563.6,ACTIVE
ACC004831,CUST00483,SALARY,BR990,2022-04-14,510396.59,ACTIVE
ACC004841,CUST00484,SALARY,BR873,2020-04-25,340821.6,DORMANT
ACC004842,CUST00484,SAVINGS,BR723,2019-08-26,687734.5,ACTIVE
ACC004851,CUST00485,SAVINGS,BR974,2025-11-16,290740.69,DORMANT
ACC004852,CUST00485,CURRENT,BR313,2020-08-13,224538.46,ACTIVE
ACC004853,CUST00485,CURRENT,BR297,2021-08-06,504970.89,DORMANT
ACC004861,CUST00486,CURRENT,BR422,2021-06-06,722535.67,ACTIVE
ACC004862,CUST00486,SALARY,BR347,2018-02-28,292108.96,ACTIVE
ACC004871,CUST00487,CURRENT,BR322,2024-07-10,615318.3,ACTIVE
ACC004872,CUST00487,SAVINGS,BR500,2024-05-14,710893.17,BLOCKED
ACC004881,CUST00488,SAVINGS,BR434,2025-10-30,273336.15,DORMANT
ACC004882,CUST00488,SAVINGS,BR292,2024-07-07,683485.87,DORMANT
ACC004891,CUST00489,SALARY,BR733,2022-11-08,86151.77,ACTIVE
ACC004892,CUST00489,SALARY,BR902,2019-09-28,17388.25,BLOCKED
ACC004893,CUST00489,SALARY,BR263,2021-11-12,253629.32,ACTIVE
ACC004901,CUST00490,SAVINGS,BR844,2021-10-30,618779.47,DORMANT
ACC004902,CUST00490,SAVINGS,BR732,2025-06-10,715782.96,DORMANT
ACC004911,CUST00491,CURRENT,BR427,2023-12-25,91981.58,DORMANT
ACC004921,CUST00492,SALARY,BR368,2022-11-07,6527.0,DORMANT
ACC004922,CUST00492,CURRENT,BR864,2025-07-06,966314.39,DORMANT
ACC004931,CUST00493,SALARY,BR904,2022-03-10,12715.39,ACTIVE
ACC004932,CUST00493,SAVINGS,BR252,2024-02-22,117455.17,BLOCKED
ACC004941,CUST00494,SAVINGS,BR610,2023-09-07,891443.81,DORMANT
ACC004942,CUST00494,CURRENT,BR744,2024-04-03,635919.65,ACTIVE
ACC004951,CUST00495,SAVINGS,BR245,2023-07-04,673565.01,DORMANT
ACC004961,CUST00496,SALARY,BR526,2024-05-28,758665.94,BLOCKED
ACC004971,CUST00497,SAVINGS,BR332,2021-02-13,109982.41,BLOCKED
ACC004972,CUST00497,SAVINGS,BR523,2021-06-18,710867.94,DORMANT
ACC004981,CUST00498,SALARY,BR370,2019-12-23,352961.72,BLOCKED
ACC004982,CUST00498,SALARY,BR206,2025-07-06,856414.52,DORMANT
ACC004983,CUST00498,SALARY,BR353,2019-03-22,812740.9,ACTIVE
ACC004991,CUST00499,CURRENT,BR336,2020-02-07,968859.75,BLOCKED
ACC004992,CUST00499,CURRENT,BR257,2024-09-19,473925.37,DORMANT
ACC005001,CUST00500,CURRENT,BR787,2019-02-04,402068.38,ACTIVE
ACC005002,CUST00500,SALARY,BR245,2019-11-28,841995.44,ACTIVE
ACC005011,CUST00501,CURRENT,BR611,2023-05-27,700436.79,ACTIVE
ACC005021,CUST00502,SAVINGS,BR657,2023-02-23,292322.23,DORMANT
ACC005022,CUST00502,SALARY,BR489,2021-01-16,864168.39,ACTIVE
ACC005031,CUST00503,SAVINGS,BR160,2022-08-06,296831.35,DORMANT
ACC005032,CUST00503,SALARY,BR231,2018-08-06,275887.82,ACTIVE
ACC005033,CUST00503,SAVINGS,BR321,2021-05-04,992152.59,BLOCKED
ACC005041,CUST00504,SAVINGS,BR548,2021-09-18,334335.92,DORMANT
